Tanggal,Suhu Minimum,Suhu Maksimum,Suhu Rata-rata,Kelembaban Relatif Rata rata,Curah Hujan,Durasi Penyinaran Matahari (dalam jam),Kecepatan Angin (dalam meter per detik),Arah Angin (dalam derajat),Kecepatan Angin Rata rata (dalam meter per detik)
2024-09-21,23.4,33.4,28.6,73.0,0.0,9.0,6.0,200.0,2.0
2024-09-22,23.4,33.4,28.700000000000003,73.5,0.25,7.4,5.5,200.0,2.0
2024-09-23,23.4,33.4,28.8,74.0,0.5,5.8,5.0,200.0,2.0
2024-09-24,21.8,33.6,28.0,68.0,0.0,9.3,4.0,190.0,2.0
2024-09-25,21.8,33.4,27.7,73.0,0.0,9.4,5.0,200.0,2.0
2024-09-26,21.8,33.2,28.4,70.0,0.0,9.2,7.0,90.0,3.0
2024-09-27,23.4,34.8,28.3,72.0,0.0,9.3,6.0,260.0,2.0
2024-09-28,23.6,35.1,28.7,72.0,0.0,9.4,6.0,250.0,2.0
2024-09-29,23.2,34.0,29.2,70.0,0.0,7.0,4.0,210.0,2.0
2024-09-30,24.4,34.4,29.3,73.0,0.0,9.2,4.0,220.0,2.0
2024-10-01,25.6,30.6,26.7,86.0,8888.0,8.4,4.0,170.0,2.0
2024-10-02,24.4,30.4,26.3,90.0,2.0,1.6,4.0,180.0,1.0
2024-10-03,24.4,33.2,28.1,80.0,10.5,2.0,5.0,100.0,1.0
2024-10-04,23.8,35.4,28.5,68.0,8888.0,5.9,4.0,200.0,2.0
2024-10-05,22.8,34.6,28.4,68.0,0.0,8.8,4.0,230.0,2.0
2024-10-06,22.8,33.0,28.0,75.0,0.0,9.3,5.0,230.0,2.0
2024-10-07,23.4,34.2,28.4,72.0,0.0,9.0,5.0,210.0,2.0
2024-10-08,23.2,33.4,28.3,74.0,0.0,9.1,6.0,200.0,2.0
2024-10-09,24.0,34.2,28.2,71.0,0.0,8.7,7.0,100.0,2.0
2024-10-10,22.6,33.5,27.7,68.0,0.0,8.8,4.0,190.0,2.0
2024-10-11,22.0,34.2,28.3,68.0,0.0,8.6,4.0,210.0,2.0
2024-10-12,23.8,33.8,28.7,71.0,0.0,9.5,5.0,170.0,2.0
2024-10-13,24.0,33.4,28.8,73.0,0.0,7.3,5.0,190.0,2.0
2024-10-14,24.4,34.0,29.6,70.0,0.0,8.7,8.0,180.0,2.0
2024-10-15,25.4,34.2,29.5,70.0,0.0,8.6,7.0,170.0,2.0
2024-10-16,24.8,34.4,29.8,72.0,0.0,9.1,5.0,200.0,2.0
2024-10-17,25.6,33.6,29.7,78.0,0.0,8.3,4.0,210.0,2.0
2024-10-18,26.4,32.0,28.2,81.0,0.5,6.5,4.0,210.0,2.0
2024-10-19,25.0,35.0,29.3,69.0,0.0,3.5,5.0,220.0,2.0
2024-10-20,24.2,35.0,29.9,69.0,0.0,7.9,8.0,100.0,3.0
2024-10-21,25.4,34.6,29.7,70.0,0.0,6.6,7.0,100.0,2.0
2024-10-22,25.4,34.1,29.8,75.0,0.0,8.4,3.0,340.0,2.0
2024-10-23,26.0,34.2,29.5,78.0,8888.0,5.7,4.0,220.0,1.0
2024-10-24,26.0,32.4,28.5,80.0,0.8,7.3,4.0,50.0,2.0
2024-10-25,25.4,33.4,28.6,79.0,0.5,3.3,5.0,220.0,2.0
2024-10-26,24.8,33.8,28.0,81.0,8888.0,4.6,4.0,210.0,2.0
2024-10-27,24.8,34.4,29.4,75.0,0.8,4.9,5.0,200.0,2.0
2024-10-28,26.0,34.2,27.4,87.0,0.0,5.5,4.0,240.0,2.0
2024-10-29,24.4,33.2,28.3,81.0,32.4,4.9,4.0,210.0,1.0
2024-10-30,25.0,33.2,28.4,81.0,2.4,5.6,4.0,180.0,2.0
2024-10-31,25.0,34.0,29.4,76.0,8888.0,3.6,5.0,210.0,2.0
2024-11-01,24.8,33.0,28.6,84.0,8888.0,1.2,3.0,70.0,1.0
2024-11-02,25.2,34.6,29.7,75.0,0.0,5.9,2.0,160.0,1.0
2024-11-03,25.1,33.0,28.9,74.0,0.0,8.3,2.0,240.0,1.0
2024-11-04,25.2,31.0,28.0,77.0,0.2,3.1,2.0,260.0,1.0
2024-11-05,24.8,34.5,29.3,70.0,0.0,0.0,3.0,240.0,1.0
2024-11-06,25.0,34.4,29.1,78.0,0.0,5.9,3.0,220.0,1.0
2024-11-07,24.8,32.2,28.4,79.0,8888.0,6.0,2.0,90.0,0.0
2024-11-08,25.3,30.6,28.0,85.0,0.2,0.7,2.0,80.0,1.0
2024-11-09,25.0,30.5,27.3,82.0,8888.0,0.0,2.0,220.0,1.0
2024-11-10,23.4,32.7,26.6,81.0,0.0,0.0,3.0,230.0,1.0
2024-11-11,22.6,32.2,26.8,82.0,1.0,4.5,2.0,260.0,1.0
2024-11-12,23.4,32.2,27.2,82.0,0.0,2.3,3.0,90.0,1.0
2024-11-13,24.3,33.2,28.0,83.0,8888.0,6.0,2.0,120.0,1.0
2024-11-14,25.8,34.7,29.2,78.0,8888.0,7.5,2.0,90.0,1.0
2024-11-15,25.0,34.0,28.2,82.0,0.0,7.2,2.0,60.0,1.0
2024-11-16,25.0,32.0,27.9,88.0,15.3,2.2,2.0,70.0,1.0
2024-11-17,25.0,32.2,27.5,89.0,1.0,1.2,4.0,140.0,1.0
2024-11-18,24.4,31.4,27.5,88.0,7.5,5.3,3.0,100.0,1.0
2024-11-19,24.2,31.7,27.7,82.0,1.0,5.9,3.0,130.0,1.0
2024-11-20,24.8,33.2,27.5,86.0,0.0,3.0,2.0,250.0,1.0
2024-11-21,24.6,30.8,27.2,86.0,3.9,5.4,3.0,60.0,1.0
2024-11-22,24.5,33.2,27.8,82.0,1.6,2.3,2.0,240.0,1.0
2024-11-23,24.2,33.3,28.2,83.0,8888.0,4.8,3.0,70.0,1.0
2024-11-24,24.0,33.2,27.2,85.0,8888.0,4.3,3.0,300.0,1.0
2024-11-25,25.0,31.0,27.5,88.0,4.1,5.8,3.0,100.0,1.0
2024-11-26,24.9,31.4,27.7,83.0,0.6,4.3,3.0,110.0,1.0
2024-11-27,25.4,30.4,26.8,90.0,8.9,5.1,1.0,60.0,0.0
2024-11-28,24.3,30.8,26.7,88.0,4.8,1.2,2.0,120.0,0.0
2024-11-29,24.6,31.0,27.2,90.0,8888.0,1.5,2.0,70.0,1.0
2024-11-30,24.4,32.0,27.0,89.0,10.0,1.0,3.0,60.0,1.0
2024-12-01,24.2,29.3,26.2,92.0,7.0,5.5,2.0,60.0,1.0
2024-12-02,24.2,29.4,26.1,91.0,2.9,0.5,3.0,80.0,1.0
2024-12-03,24.8,32.4,27.5,87.0,7.9,0.8,2.0,130.0,1.0
2024-12-04,24.2,32.4,27.3,84.0,4.5,3.9,1.0,230.0,0.0
2024-12-05,24.4,31.2,27.2,84.0,0.1,1.8,3.0,60.0,1.0
2024-12-06,24.1,31.4,27.2,84.0,0.0,1.0,3.0,60.0,1.0
2024-12-07,24.4,31.2,27.9,86.0,1.1,1.5,3.0,50.0,1.0
2024-12-08,25.4,31.4,27.6,88.0,0.4,5.2,2.0,110.0,1.0
2024-12-09,25.4,33.4,28.3,82.0,0.0,2.6,2.0,250.0,1.0
2024-12-10,25.4,31.0,27.7,82.0,8888.0,3.0,2.0,220.0,1.0
2024-12-11,25.1,32.4,28.0,81.0,8888.0,0.0,2.0,130.0,0.0
2024-12-12,25.4,33.2,28.6,82.0,0.0,2.0,3.0,60.0,1.0
2024-12-13,25.6,31.3,27.7,86.0,1.1,5.8,3.0,120.0,1.0
2024-12-14,24.2,31.3,26.8,84.0,8.2,0.5,3.0,220.0,1.0
2024-12-15,25.0,33.6,29.3,70.0,0.0,1.2,2.0,250.0,1.0
2024-12-16,24.6,34.0,28.4,80.0,3.2,3.9,2.0,120.0,0.0
2024-12-17,26.2,32.0,28.6,80.0,8888.0,4.4,2.0,30.0,1.0
2024-12-18,24.6,32.4,28.0,83.0,0.0,0.0,3.0,120.0,1.0
2024-12-19,25.4,34.2,28.8,79.0,8888.0,8.0,2.0,220.0,1.0
2024-12-20,25.0,34.7,29.2,73.0,0.0,4.2,3.0,220.0,1.0
2024-12-21,26.2,31.8,28.5,84.0,8888.0,6.5,4.0,70.0,1.0
2024-12-22,24.4,31.8,27.3,89.0,39.5,1.8,5.0,250.0,1.0
2024-12-23,25.1,31.2,27.4,88.0,14.8,4.4,3.0,120.0,1.0
2024-12-24,24.4,32.5,27.3,88.0,0.2,3.0,2.0,130.0,1.0
2024-12-25,25.0,31.0,27.0,89.0,0.3,2.2,3.0,80.0,1.0
2024-12-26,25.1,30.1,27.3,87.0,8888.0,0.8,2.0,190.0,1.0
2024-12-27,25.0,31.8,27.0,88.0,0.0,0.0,2.0,90.0,0.0
2024-12-28,23.9,30.6,27.0,89.0,42.6,3.9,3.0,120.0,1.0
2024-12-29,24.1,31.5,27.0,87.0,1.0,1.4,3.0,60.0,1.0
2024-12-30,24.6,31.7,27.3,85.0,17.3,3.8,3.0,130.0,1.0
2024-12-31,24.6,32.9,27.9,81.0,12.0,3.2,2.0,60.0,1.0
2025-01-01,23.8,34.0,27.3,84.0,24.3,6.5,2.0,230.0,1.0
2025-01-02,23.8,30.4,26.4,92.0,100.9,7.5,2.0,50.0,1.0
2025-01-03,23.6,33.6,26.9,85.0,0.4,2.1,3.0,90.0,1.0
2025-01-04,24.0,33.5,27.5,84.0,14.2,5.6,2.0,60.0,1.0
2025-01-05,25.2,32.8,28.3,81.0,0.3,1.4,4.0,80.0,1.0
2025-01-06,24.8,30.6,26.6,90.0,3.8,6.8,2.0,50.0,0.0
2025-01-07,24.9,32.0,27.3,87.0,1.0,0.9,2.0,260.0,0.0
2025-01-08,24.6,32.2,27.0,87.0,1.8,3.4,3.0,120.0,0.0
2025-01-09,24.6,31.1,27.6,88.0,0.8,5.2,2.0,60.0,1.0
2025-01-10,26.0,31.4,27.7,88.0,8888.0,0.7,3.0,120.0,1.0
2025-01-11,24.8,32.6,27.7,83.0,3.3,5.8,2.0,100.0,1.0
2025-01-12,25.0,32.5,27.2,86.0,0.1,5.8,2.0,140.0,1.0
2025-01-13,25.0,33.3,28.2,83.0,8888.0,6.7,3.0,140.0,1.0
2025-01-14,25.0,33.2,28.5,81.0,2.7,8.9,3.0,110.0,1.0
2025-01-15,24.6,31.8,28.0,84.0,18.2,8.2,3.0,110.0,1.0
2025-01-16,25.6,32.2,27.7,86.0,0.0,7.4,3.0,60.0,1.0
2025-01-17,25.0,31.8,27.5,86.0,26.3,3.4,3.0,60.0,1.0
2025-01-18,24.6,29.6,26.7,88.0,0.0,4.9,3.0,120.0,1.0
2025-01-19,24.4,31.8,27.6,85.0,0.0,2.6,3.0,110.0,1.0
2025-01-20,24.2,32.0,27.7,81.0,6.1,6.2,3.0,70.0,1.0
2025-01-21,24.5,32.6,28.5,82.0,0.0,7.8,3.0,130.0,1.0
2025-01-22,25.4,31.8,28.1,85.0,0.5,7.5,3.0,70.0,1.0
2025-01-23,25.2,33.0,28.5,83.0,8888.0,4.8,3.0,70.0,1.0
2025-01-24,24.0,33.0,28.1,86.0,16.0,7.9,2.0,100.0,1.0
2025-01-25,24.0,31.8,26.8,89.0,1.0,6.1,2.0,120.0,1.0
2025-01-26,24.6,32.4,27.2,87.0,11.7,1.5,2.0,260.0,1.0
2025-01-27,24.7,33.8,28.5,82.0,9.0,1.2,2.0,220.0,1.0
2025-01-28,25.3,33.8,27.9,84.0,8888.0,5.4,3.0,130.0,1.0
2025-01-29,25.0,32.3,27.2,87.0,0.9,5.8,3.0,70.0,1.0
2025-01-30,24.6,32.4,27.0,87.0,29.0,5.2,3.0,70.0,1.0
2025-01-31,25.0,31.2,27.1,87.0,30.4,6.3,4.0,70.0,1.0
2025-02-01,24.6,32.4,27.1,82.0,8888.0,4.8,3.0,140.0,1.0
2025-02-02,24.2,32.5,27.5,82.0,15.5,7.7,3.0,120.0,1.0
2025-02-03,24.4,28.8,26.5,88.0,0.3,3.1,2.0,100.0,0.0
2025-02-04,24.4,31.8,26.5,90.0,8888.0,0.0,3.0,100.0,1.0
2025-02-05,23.9,34.0,27.9,80.0,1.3,3.9,2.0,230.0,1.0
2025-02-06,24.5,32.0,27.8,82.0,0.0,8.4,2.0,70.0,1.0
2025-02-07,23.6,34.9,28.9,77.0,0.0,2.0,2.0,250.0,1.0
2025-02-08,24.4,34.1,28.8,76.0,0.0,9.7,2.0,220.0,1.0
2025-02-09,24.4,33.0,28.2,82.0,0.0,7.6,3.0,60.0,1.0
2025-02-10,26.2,31.6,28.5,86.0,0.4,7.8,3.0,130.0,1.0
2025-02-11,25.2,32.2,28.3,84.0,8888.0,3.9,3.0,130.0,1.0
2025-02-12,25.6,28.6,26.8,90.0,8888.0,8.4,1.0,60.0,0.0
2025-02-13,25.4,32.6,28.0,84.0,4.2,0.0,3.0,80.0,1.0
2025-02-14,25.4,30.4,26.8,88.0,8888.0,6.5,2.0,80.0,0.0
2025-02-15,24.2,32.2,28.2,82.0,24.2,0.7,3.0,120.0,1.0
2025-02-16,25.1,32.4,27.9,86.0,0.0,7.9,3.0,70.0,1.0
2025-02-17,24.8,32.6,28.2,84.0,8888.0,3.2,3.0,60.0,1.0
2025-02-18,25.2,31.5,28.2,86.0,0.0,7.4,3.0,100.0,1.0
2025-02-19,25.8,30.8,28.0,86.0,0.0,7.4,2.0,100.0,1.0
2025-02-20,26.4,29.4,27.5,87.0,0.1,4.2,3.0,70.0,1.0
2025-02-21,24.9,31.6,27.7,85.0,3.4,0.6,3.0,110.0,1.0
2025-02-22,24.4,32.4,27.9,85.0,2.8,5.4,2.0,110.0,1.0
2025-02-23,25.4,33.0,28.6,84.0,8888.0,9.5,2.0,160.0,1.0
2025-02-24,26.0,32.8,28.3,84.0,2.8,7.5,3.0,120.0,1.0
2025-02-25,25.4,30.0,27.2,90.0,0.4,4.6,2.0,130.0,0.0
2025-02-26,25.2,32.6,27.8,86.0,2.4,4.0,2.0,60.0,1.0
2025-02-27,25.6,32.0,28.1,85.0,4.5,3.8,3.0,130.0,1.0
2025-02-28,25.0,32.7,28.3,81.0,8888.0,6.0,2.0,130.0,1.0
2025-03-01,25.6,32.0,28.7,84.0,0.0,8.9,2.0,80.0,1.0
2025-03-02,25.4,31.8,28.4,86.0,3.5,4.1,2.0,200.0,1.0
2025-03-03,25.7,31.2,27.3,90.0,12.9,3.8,2.0,50.0,1.0
2025-03-04,25.6,29.7,27.5,90.0,6.9,3.5,2.0,120.0,0.0
2025-03-05,24.4,30.4,27.0,91.0,24.3,0.0,2.0,260.0,0.0
2025-03-06,24.0,32.0,27.6,88.0,7.0,1.2,2.0,260.0,1.0
2025-03-07,24.8,32.0,27.9,85.0,0.9,1.9,2.0,160.0,0.0
2025-03-08,25.8,31.2,27.4,91.0,4.4,4.6,3.0,110.0,0.0
2025-03-09,25.6,32.1,28.5,82.0,6.4,3.0,3.0,130.0,1.0
2025-03-10,26.0,32.6,28.1,87.0,0.4,7.4,2.0,80.0,0.0
2025-03-11,25.4,32.2,28.1,85.0,0.5,5.7,2.0,100.0,1.0
2025-03-12,26.3,32.5,28.3,83.0,0.2,6.5,2.0,80.0,1.0
2025-03-13,25.6,32.2,28.5,82.0,0.0,8.5,3.0,110.0,1.0
2025-03-14,23.4,32.5,27.9,81.0,0.0,8.4,3.0,100.0,1.0
2025-03-15,24.0,32.4,28.6,80.0,0.0,6.1,2.0,260.0,1.0
2025-03-16,26.2,32.0,28.0,85.0,8888.0,5.0,2.0,130.0,0.0
2025-03-17,26.0,30.9,28.0,86.0,8888.0,2.5,2.0,80.0,1.0
2025-03-18,26.2,31.6,28.1,84.0,0.5,2.7,2.0,110.0,1.0
2025-03-19,24.8,31.1,27.3,85.0,0.0,1.7,2.0,90.0,1.0
2025-03-20,25.0,31.9,27.7,84.0,8888.0,4.6,2.0,120.0,1.0
2025-03-21,24.8,31.6,27.5,82.0,0.0,6.7,3.0,120.0,1.0
2025-03-22,25.8,31.4,27.3,89.0,5.4,7.2,3.0,90.0,1.0
2025-03-23,25.2,31.8,27.7,85.0,31.0,2.0,4.0,140.0,1.0
2025-03-24,24.0,31.2,27.5,84.0,8888.0,4.8,3.0,110.0,1.0
2025-03-25,23.8,30.2,26.5,86.0,2.8,4.9,2.0,100.0,1.0
2025-03-26,23.8,31.3,27.2,84.0,0.4,0.9,2.0,100.0,1.0
2025-03-27,24.4,31.4,27.7,81.0,0.0,5.0,2.0,90.0,1.0
2025-03-28,25.2,31.7,27.8,80.0,0.0,7.5,3.0,100.0,1.0
2025-03-29,26.2,30.6,28.4,77.0,8888.0,4.5,3.0,110.0,1.0
2025-03-30,26.4,31.8,28.3,81.0,0.1,2.1,3.0,120.0,1.0
2025-03-31,25.2,28.4,25.6,93.0,8888.0,5.8,1.0,80.0,0.0
2025-04-01,24.8,30.9,26.9,88.0,13.2,0.0,3.0,110.0,1.0
2025-04-02,24.4,31.5,27.5,86.0,8888.0,3.5,2.0,90.0,1.0
2025-04-03,25.4,32.0,28.2,82.0,0.6,5.0,3.0,110.0,1.0
2025-04-04,25.0,30.8,27.0,89.0,0.0,8.1,3.0,120.0,1.0
2025-04-05,24.6,31.8,27.7,81.0,0.6,4.4,3.0,120.0,1.0
2025-04-06,23.4,32.0,27.2,80.0,0.0,8.9,3.0,110.0,1.0
2025-04-07,22.4,32.0,27.0,82.0,0.0,9.1,2.0,120.0,1.0
2025-04-08,22.1,31.4,27.6,84.0,0.0,8.1,2.0,120.0,0.0
2025-04-09,25.0,31.9,27.8,87.0,0.0,3.2,2.0,100.0,0.0
2025-04-10,24.6,30.7,27.1,88.0,8.9,5.8,3.0,100.0,1.0
2025-04-11,25.1,26.8,25.3,95.0,42.7,4.6,0.0,180.0,0.0
2025-04-12,24.4,29.8,26.4,89.0,54.5,0.0,1.0,260.0,0.0
2025-04-13,24.6,26.6,25.3,94.0,4.3,2.0,1.0,60.0,0.0
2025-04-14,24.4,31.0,27.2,83.0,30.0,0.0,2.0,100.0,1.0
2025-04-15,24.2,31.2,27.2,83.0,0.0,7.0,3.0,110.0,1.0
2025-04-16,22.8,31.5,26.6,81.0,0.0,4.2,2.0,110.0,1.0
2025-04-17,24.4,30.8,26.7,86.0,0.0,9.7,3.0,70.0,1.0
2025-04-18,24.2,30.9,26.4,88.0,2.8,4.0,2.0,100.0,1.0
2025-04-19,24.4,30.4,27.0,86.0,8888.0,0.4,3.0,60.0,1.0
2025-04-20,24.0,31.4,26.9,83.0,0.0,1.9,2.0,150.0,1.0
2025-04-21,23.8,31.9,27.1,84.0,0.0,1.1,2.0,120.0,1.0
2025-04-22,25.0,30.4,27.3,82.0,0.0,5.0,3.0,110.0,1.0
2025-04-23,24.6,30.2,26.7,88.0,0.0,1.5,2.0,100.0,0.0
2025-04-24,25.2,30.8,27.2,86.0,0.0,1.3,2.0,100.0,1.0
2025-04-25,24.8,31.2,27.6,83.0,6.6,4.2,2.0,130.0,1.0
2025-04-26,25.6,31.4,27.9,86.0,3.1,5.6,2.0,110.0,1.0
2025-04-27,24.4,31.1,27.3,86.0,8888.0,7.3,3.0,120.0,1.0
2025-04-28,24.0,30.0,27.0,88.0,0.0,6.7,2.0,120.0,1.0
2025-04-29,24.1,30.8,27.1,86.0,0.0,3.2,2.0,70.0,1.0
2025-04-30,25.4,32.0,28.0,84.0,8888.0,2.7,2.0,120.0,1.0
2025-05-01,25.3,32.0,28.0,86.0,0.0,6.6,3.0,70.0,1.0
2025-05-02,25.4,31.2,27.9,85.0,0.0,7.9,2.0,130.0,1.0
2025-05-03,25.0,31.5,27.8,86.0,0.0,7.6,3.0,100.0,1.0
2025-05-04,25.3,31.3,27.2,87.0,8888.0,5.5,3.0,100.0,1.0
2025-05-05,24.0,31.6,27.5,84.0,2.0,5.2,2.0,110.0,1.0
2025-05-06,24.4,31.6,27.2,86.0,4.2,5.7,2.0,70.0,0.0
2025-05-07,25.0,30.8,26.5,90.0,1.5,3.3,2.0,110.0,0.0
2025-05-08,24.2,31.6,27.5,80.0,1.4,2.1,4.0,210.0,1.0
2025-05-09,23.8,32.0,27.2,76.0,8888.0,8.6,3.0,120.0,1.0
2025-05-10,24.2,32.4,27.7,77.0,0.0,8.7,2.0,120.0,1.0
2025-05-11,23.2,28.9,25.9,86.0,0.0,8.6,1.0,270.0,0.0
2025-05-12,24.4,28.6,26.4,89.0,8888.0,0.0,1.0,160.0,0.0
2025-05-13,25.0,26.6,25.4,94.0,82.6,0.9,1.0,80.0,0.0
2025-05-14,24.2,27.2,25.4,92.0,36.5,0.0,2.0,100.0,0.0
2025-05-15,22.7,31.6,26.5,84.0,5.4,0.0,2.0,120.0,1.0
2025-05-16,24.2,30.3,26.6,86.0,0.0,7.0,2.0,70.0,0.0
2025-05-17,24.4,28.7,25.9,89.0,8888.0,2.2,2.0,160.0,1.0
2025-05-18,23.8,29.0,26.3,85.0,1.0,0.0,3.0,60.0,0.0
2025-05-19,24.0,30.1,26.7,84.0,0.2,0.6,2.0,110.0,1.0
2025-05-20,23.6,31.0,27.4,82.0,8888.0,3.2,2.0,100.0,1.0
2025-05-21,24.6,31.6,27.3,83.0,8888.0,6.2,3.0,100.0,1.0
2025-05-22,24.8,31.0,27.3,79.0,0.5,3.9,3.0,140.0,1.0
2025-05-23,24.4,30.7,27.0,80.0,8888.0,7.5,2.0,120.0,1.0
2025-05-24,23.7,31.6,26.7,79.0,0.0,6.8,3.0,120.0,1.0
2025-05-25,23.2,31.6,26.0,82.0,8888.0,6.8,3.0,120.0,1.0
2025-05-26,25.2,30.2,27.1,80.0,0.1,6.4,3.0,120.0,1.0
2025-05-27,25.4,29.7,27.1,82.0,0.3,5.6,3.0,120.0,1.0
2025-05-28,24.0,31.4,26.9,80.0,0.0,3.1,3.0,110.0,1.0
2025-05-29,23.8,31.0,26.8,81.0,0.0,8.1,2.0,80.0,1.0
2025-05-30,24.0,31.3,27.1,79.0,0.0,8.6,3.0,110.0,1.0
2025-05-31,23.8,30.7,27.1,81.0,8888.0,7.9,2.0,110.0,1.0
2025-06-01,24.4,30.5,26.9,81.0,1.6,3.3,3.0,130.0,1.0
2025-06-02,25.0,31.4,27.7,79.0,0.9,2.7,3.0,130.0,1.0
2025-06-03,23.5,31.4,26.8,82.0,0.0,8.0,3.0,120.0,1.0
2025-06-04,23.8,31.2,27.5,82.0,4.5,8.0,3.0,110.0,1.0
2025-06-05,24.6,30.8,27.0,81.0,2.7,4.7,3.0,110.0,1.0
2025-06-06,24.4,28.9,25.7,87.0,8888.0,1.5,2.0,160.0,1.0
2025-06-07,24.0,30.6,26.9,76.0,1.0,2.9,3.0,110.0,1.0
2025-06-08,21.6,30.4,25.2,82.0,0.5,6.7,3.0,110.0,1.0
2025-06-09,19.0,30.7,27.3,80.0,0.0,4.9,3.0,160.0,1.0
2025-06-10,25.0,29.4,26.8,82.0,8888.0,3.2,2.0,110.0,1.0
2025-06-11,24.6,31.4,27.1,80.0,0.0,0.6,3.0,110.0,1.0
2025-06-12,24.4,30.2,27.0,79.0,8888.0,6.5,2.0,120.0,0.0
2025-06-13,24.0,31.0,27.0,80.0,0.0,0.4,3.0,110.0,1.0
2025-06-14,24.4,31.3,27.4,77.0,0.0,5.3,3.0,150.0,1.0
2025-06-15,23.6,31.0,27.2,80.0,0.0,5.9,3.0,110.0,1.0
2025-06-16,23.8,31.6,27.0,77.0,0.0,6.9,3.0,100.0,1.0
2025-06-17,21.6,30.6,26.5,78.0,0.0,8.3,3.0,100.0,1.0
2025-06-18,21.8,30.6,25.7,81.0,0.0,7.6,3.0,130.0,1.0
2025-06-19,22.2,31.4,26.1,76.0,0.0,6.0,5.0,120.0,2.0
2025-06-20,22.1,31.0,25.8,79.0,0.0,9.4,3.0,110.0,1.0
2025-06-21,21.8,32.6,25.9,79.0,0.0,6.7,3.0,110.0,1.0
2025-06-22,23.1,31.2,26.6,77.0,0.0,9.0,4.0,60.0,1.0
2025-06-23,23.75,30.5,26.6,81.0,16.7,4.65,3.5,90.0,1.0
2025-06-24,24.4,29.8,26.6,85.0,33.4,0.3,3.0,120.0,1.0
2025-06-25,23.8,31.0,26.6,80.0,2.0,3.6,5.0,110.0,1.0
2025-06-26,22.0,31.4,26.4,77.0,0.0,9.1,3.0,110.0,1.0
2025-06-27,23.2,30.8,26.6,76.0,0.0,9.3,3.0,110.0,1.0
2025-06-28,22.0,30.6,26.4,76.0,0.0,8.5,5.0,140.0,1.0
2025-06-29,22.4,31.4,26.4,74.0,8888.0,9.3,3.0,100.0,1.0
2025-06-30,21.8,30.3,25.6,78.0,0.0,9.6,3.0,110.0,1.0
2025-07-01,21.8,30.8,25.9,78.0,0.0,9.7,3.0,110.0,1.0
2025-07-02,21.4,31.1,25.5,79.0,0.0,8.0,3.0,120.0,1.0
2025-07-03,21.8,31.4,25.5,76.0,0.0,8.3,3.0,120.0,1.0
2025-07-04,21.0,31.0,25.5,77.0,0.0,9.5,2.0,110.0,1.0
2025-07-05,22.2,30.9,26.2,80.0,0.0,9.4,3.0,120.0,1.0
2025-07-06,22.8,31.4,27.0,76.0,0.0,8.7,4.0,110.0,1.0
2025-07-07,22.0,31.7,26.1,78.0,0.0,9.8,3.0,130.0,1.0
2025-07-08,21.7,31.2,26.2,75.0,0.0,7.2,3.0,110.0,1.0
2025-07-09,22.2,31.4,26.4,78.0,0.0,9.5,3.0,80.0,1.0
2025-07-10,22.0,31.4,26.1,81.0,0.0,7.6,3.0,100.0,1.0
2025-07-11,23.0,31.4,27.2,82.0,0.0,7.5,3.0,100.0,1.0
2025-07-12,24.4,30.4,26.5,85.0,7.3,3.8,3.0,140.0,1.0
2025-07-13,23.6,32.6,27.2,78.0,3.1,2.9,3.0,110.0,1.0
2025-07-14,24.0,31.7,27.2,77.0,0.0,8.4,3.0,110.0,1.0
2025-07-15,22.4,31.0,26.3,80.0,0.0,4.2,3.0,120.0,1.0
2025-07-16,25.2,31.6,27.8,76.0,8888.0,4.0,3.0,110.0,1.0
2025-07-17,23.4,31.7,27.2,78.0,0.0,4.8,4.0,110.0,1.0
2025-07-18,24.2,30.2,26.8,82.0,1.6,6.7,3.0,120.0,1.0
2025-07-19,22.6,31.2,26.3,82.0,0.0,0.5,3.0,120.0,1.0
2025-07-20,24.9,31.4,27.6,79.0,0.0,8.5,3.0,120.0,1.0
2025-07-21,23.2,31.6,27.1,76.0,0.0,4.6,3.0,100.0,1.0
2025-07-22,22.4,31.6,26.5,76.0,0.0,8.7,3.0,130.0,1.0
2025-07-23,22.2,31.6,26.6,81.0,0.0,9.6,4.0,100.0,1.0
2025-07-24,22.0,32.2,27.0,81.0,0.0,9.2,3.0,110.0,1.0
2025-07-25,22.3,32.4,26.6,83.0,0.0,9.4,3.0,110.0,1.0
2025-07-26,22.0,32.4,26.5,81.0,0.0,9.3,3.0,110.0,1.0
2025-07-27,21.4,31.7,26.5,80.0,0.0,9.0,4.0,120.0,1.0
2025-07-28,21.6,32.6,26.3,82.0,0.0,9.0,3.0,120.0,1.0
2025-07-29,21.8,31.3,26.7,82.0,0.0,9.1,3.0,90.0,1.0
2025-07-30,21.7,31.6,26.7,78.0,0.0,8.9,3.0,120.0,1.0
2025-07-31,22.3,32.0,27.0,82.0,0.0,7.9,4.0,80.0,1.0
2025-08-01,22.6,32.0,27.2,82.0,0.0,8.5,3.0,80.0,1.0
2025-08-02,22.4,32.0,27.2,86.0,0.0,9.4,3.0,70.0,1.0
2025-08-03,25.4,32.2,27.549999999999997,85.0,0.0,4.9,3.0,70.0,1.0
2025-08-04,24.1,32.8,27.9,84.0,0.0,8.8,3.0,130.0,1.0
2025-08-05,24.8,33.0,28.8,81.0,0.0,9.6,3.0,110.0,2.0
2025-08-06,23.2,32.4,27.8,84.0,0.0,9.5,3.0,70.0,1.0
