Tanggal,Suhu Minimum,Suhu Maksimum,Suhu Rata-rata,Kelembaban Relatif Rata rata,Curah Hujan,Durasi Penyinaran Matahari (dalam jam),Kecepatan Angin (dalam meter per detik),Arah Angin (dalam derajat),Kecepatan Angin Rata rata (dalam meter per detik)
2026-06-24,23.0,33.0,27.9,73.0,0.0,8.3,4.0,60.0,2.0
2026-06-25,24.1,33.8,28.2,76.0,0.0,9.3,4.0,240.0,2.0
2026-06-26,24.4,34.6,28.2,67.0,0.0,9.5,3.0,70.0,2.0
2026-06-27,24.0,34.9,28.7,65.0,0.0,9.0,6.0,280.0,3.0
2026-06-28,23.4,34.2,28.2,68.0,0.0,0.0,4.0,240.0,2.0
2026-06-29,23.8,34.2,27.7,72.0,0.0,9.6,4.0,240.0,2.0
2026-06-30,24.0,34.6,29.0,67.0,0.0,9.6,4.0,240.0,2.0
2026-07-01,24.6,34.6,29.3,69.0,0.0,9.3,4.0,100.0,3.0
2026-07-02,24.0,34.1,27.9,72.0,2.0,9.7,4.0,250.0,2.0
2026-07-03,24.5,33.6,28.6,76.0,4.0,9.7,4.0,250.0,2.0
2026-07-04,25.4,34.4,29.6,75.0,0.0,5.9,4.0,260.0,2.0
2026-07-05,25.6,33.7,29.6,72.0,8888.0,7.6,4.0,260.0,2.0
2026-07-06,25.8,35.2,30.0,72.0,4444.0,9.3,4.0,240.0,2.0
2026-07-07,26.2,35.2,30.0,68.0,0.0,9.0,4.0,250.0,2.0
2026-07-08,26.0,36.8,30.7,63.0,2.0,8.3,5.0,60.0,3.0
2026-07-09,25.4,34.4,30.1,63.0,4.0,9.2,5.0,260.0,2.0
2026-07-10,25.6,36.0,30.1,65.0,0.0,9.5,4.0,70.0,2.0
2026-07-11,23.8,34.9,28.5,68.0,0.0,9.4,5.0,70.0,3.0
2026-07-12,24.7,35.4,29.7,64.0,0.0,9.3,4.0,240.0,2.0
2026-07-13,25.5,35.0,29.5,66.0,0.0,9.3,4.0,240.0,3.0
2026-07-14,25.8,36.4,30.7,65.0,0.0,9.4,4.0,110.0,2.0
2026-07-15,26.2,35.5,29.5,72.0,0.0,8.8,4.0,250.0,2.0
2026-07-16,25.0,34.6,29.5,76.0,9.5,8.9,4.0,240.0,2.0
2026-07-17,26.2,36.3,30.9,67.0,0.0,9.6,5.0,250.0,2.0
2026-07-18,27.0,34.2,29.9,74.0,8.9,10.0,4.0,260.0,2.0
2026-07-19,26.2,34.2,28.1,82.0,17.8,7.1,5.0,90.0,1.0
2026-07-20,25.0,33.6,28.8,82.0,30.6,5.0,4.0,250.0,2.0
2026-07-21,24.0,35.4,29.6,66.0,0.0,8.3,4.0,260.0,2.0
2026-07-22,24.6,34.1,29.0,74.0,0.0,9.5,4.0,240.0,2.0
2026-07-23,25.4,33.8,29.1,75.0,0.0,9.8,4.0,250.0,2.0
2026-07-24,25.7,34.0,29.200000000000003,76.5,0.0,8.5,3.5,260.0,2.0
2026-07-25,26.0,34.2,29.3,78.0,0.0,7.2,3.0,270.0,2.0
2026-07-26,24.6,33.8,29.7,75.0,0.0,7.6,5.0,260.0,2.0
2026-07-27,23.0,33.6,28.1,72.0,0.0,9.8,3.0,260.0,2.0
2026-07-28,23.4,33.8,28.7,68.0,0.0,9.7,4.0,280.0,2.0
2026-07-29,24.2,36.2,29.25,69.0,0.0,9.8,4.0,240.0,2.0
2026-07-30,24.2,35.4,29.8,70.0,0.0,9.8,4.0,250.0,2.0
2026-07-31,25.8,34.8,31.8,65.0,0.0,9.8,4.0,240.0,2.0
2026-08-01,26.0,34.2,31.6,67.0,0.0,9.8,3.0,240.0,2.0
2026-08-02,26.0,35.2,31.1,70.0,0.0,8.9,5.0,260.0,2.0
2026-08-03,26.0,34.8,29.8,75.0,12.0,8.1,4.0,310.0,1.0
2026-08-04,26.4,34.4,30.7,72.0,0.3,4.9,3.0,250.0,2.0
2026-08-05,26.4,31.8,28.0,84.0,8888.0,6.5,3.0,70.0,1.0
2026-08-06,24.6,34.2,30.9,70.0,8.4,3.3,4.0,260.0,2.0
2026-08-07,25.2,33.6,30.9,69.0,0.0,9.8,4.0,260.0,2.0
2026-08-08,26.0,33.4,30.9,71.0,0.0,9.2,5.0,260.0,2.0
2026-08-09,26.0,34.1,31.6,67.0,0.0,8.5,4.0,230.0,2.0
2026-08-10,26.5,34.4,31.5,67.0,0.0,9.0,4.0,270.0,2.0
2026-08-11,25.6,34.2,31.8,67.0,0.0,8.9,4.0,280.0,2.0
2026-08-12,26.2,34.1,31.6,69.0,0.0,9.6,2.0,240.0,1.0
2026-08-13,26.2,34.4,31.8,67.0,0.0,9.9,4.0,250.0,2.0
2026-08-14,25.6,34.4,32.0,69.0,0.0,8.8,4.0,270.0,2.0
2026-08-15,27.0,34.8,32.4,70.0,0.0,9.7,4.0,290.0,2.0
2026-08-16,27.3,35.4,32.5,69.0,0.0,8.6,5.0,26.0,2.0
2026-08-17,27.2,35.4,32.7,67.0,0.0,8.3,4.0,290.0,2.0
2026-08-18,27.4,34.6,31.9,70.0,0.0,9.7,4.0,250.0,2.0
2026-08-19,24.6,34.0,31.4,68.0,26.4,6.1,4.0,270.0,2.0
2026-08-20,26.4,33.6,31.0,74.0,0.0,7.9,3.0,240.0,2.0
2026-08-21,27.1,34.4,30.4,79.0,0.2,6.1,5.0,300.0,2.0
2026-08-22,26.4,35.4,32.0,70.0,49.9,5.7,4.0,90.0,2.0
2026-08-23,25.4,36.6,33.0,63.0,8888.0,8.0,5.0,330.0,3.0
2026-08-24,27.0,35.5,31.6,70.0,0.0,9.6,4.0,250.0,2.0
2026-08-25,26.8,33.8,29.5,80.0,9.8,8.7,3.0,320.0,2.0
2026-08-26,25.8,34.0,30.7,75.0,11.1,7.2,3.0,250.0,2.0
2026-08-27,26.0,33.8,29.3,79.0,1.1,6.8,4.0,280.0,2.0
2026-08-28,25.0,33.8,30.4,75.0,31.5,7.2,4.0,240.0,2.0
2026-08-29,25.4,32.0,29.0,81.0,8888.0,7.2,3.0,250.0,2.0
2026-08-30,25.2,33.4,31.0,75.0,3.4,3.8,3.0,270.0,2.0
2026-08-31,26.7,33.4,30.1,79.0,0.0,8.8,4.0,260.0,2.0
2026-09-01,25.0,33.5,30.8,75.0,2.7,5.5,3.0,250.0,2.0
